job_title,company_name,location,job_link,job_id,job_description
Data Engineer,Aristotle,"Provo, UT (Hybrid)",https://www.linkedin.com/jobs/view/3756511926/?trk=flagship3_search_srp_jobs,3756511926,"About the job
            
 
Aristotle, a leading player in the computer software industry, is currently seeking a talented and driven Data Engineer to join our dynamic team. At Aristotle, we have a deep-rooted belief in the importance of the democratic process, which serves as the foundation of everything we do. We are committed to advancing democracy around the world through innovative software solutions that empower organizations and individuals alike.As a Data Engineer, you'll be an integral part of our mission to revolutionize the way data is utilized. You'll have the opportunity to work and learn in a collaborative environment where your opinions truly matter. We welcome passionate individuals who are dedicated to advancing the democratic process, regardless of their political affiliation. Join us at Aristotle and love what you do while contributing to a greater cause.Aristotle’s Integrity division is a leading provider of identity and age verification services across numerous vertical markets. Our age/identity verification solutions are used by companies to comply with various regulatory requirements such as AML, KYC and Age Verification.Please visit https://integrity.aristotle.com for more information about this division.Responsibilities  Data Load and Transformation: Develop data load processes for efficient storage and retrieval of data from databases and other file systems. Create data conversion and transformation processes and utilities for handling large datasets Solution Development: Utilize .NET/SSIS/SQL Server technologies to design and implement solutions that align with data consumer requirements and adhere to business rules Web-Based Reporting: Build web-based reporting systems to monitor system performance, transaction metrics, and error rates Data Transformation Rules: Collaborate in defining and documenting data transformation rules to ensure data integrity and accuracy ETL Design and Performance: Focus on the design, development, and performance tuning of ETL (Extract, Transform, Load) processes to optimize data processing efficiency Collaborative Development: Work closely with other developers to provide data services to both existing and new applications. This includes modifying production data, creating and optimizing stored procedures, functions, views, and more System Performance Enhancement: Develop and analyze strategies to enhance system performance, ensuring efficient data processing and retrieval Documentation and Testing: Prepare comprehensive documentation and test procedures to ensure the reliability and quality of developed solutions Industry Standard Practices: Develop software using industry-standard programming techniques to maintain code quality and consistency Unit Testing and Debugging: Perform unit testing and debugging of application components to identify and resolve issues promptly
Requirements Bachelor's or Associate's degree in Computer Science or a related fieldMinimum of 2 years of hands-on experience with ETL (Extract, Transform, Load) processesProficiency in T-SQL programming and working with Microsoft SQL Server 2005 and 2008. A deep understanding of the SQL Server Query Processing Engine is requiredKnowledge and experience in designing, developing, debugging, and deploying SQL Server stored procedures, T-SQL scripts, DTS (Data Transformation Services), and SSIS (SQL Server Integration Services) packagesAbility to manage multiple priorities, adhere to project plans, and consistently meet project deliverablesProficiency in Microsoft SQL versions 2000, 2005, and 2008, as well as Microsoft SQL Server Reporting Services. Familiarity with MS Office applications, including Word and ExcelDemonstrated ability to quickly learn and adapt to new technologies as needed
Desired Requirements Proficiency in using Microsoft Visio for creating sequence diagrams, component diagrams, and other UML (Unified Modeling Language) diagramsroficiency in data modeling using tools such as MS Visio or Erwin data modelerFamiliarity with identity verification for fraud, marketing, and risk mitigation solutions within the industryKnowledge of internet technologies, including XML, DHTML, CSS, and JavaScriptFamiliarity with ASP.NET 2.0, C#, and Traditional ASP (Active Server Pages)
This role is located in Provo, Utah. If you live within commuting distance of Provo, Utah or are willing to relocate, please include this in your cover letter. BenefitsAll positions are Full-Time, with competitive compensation, medical benefits, paid vacation, 401k plan and stock options. Casual dress code and a non-corporate atmosphere make this a fun place to work and learn in a team environment. Please visit our website at www.aristotle.com."
